Uniform
0,567019609
0,244340901
0,687517775
0,37177228
0,197137494
0,729252676
0,550121351
0,236935045
0,469356533
0,496387365
0,149822406
0,537113679
0,430427154
0,769831716
0,857401478
0,694238971
0,075274998
0,478723779
0,864382995
0,630654186
0,464206265
0,324290707
0,992519257
0,212966601
0,267501811
0,522571848
0,669198599
0,026177792
0,715168015
0,021893996
0,234914438
0,3385695
0,35324977
0,161773809
0,7567746
0,059278749
0,277519558
0,281235116
0,752626573
0,113636164
0,46111765
0,052166599
0,387097789
0,02462659
0,414858124
0,729301158
0,201738591
0,683316791
0,630594979
0,856914275
0,238838276
0,025976348
0,747049366
0,981687014
0,724111093
0,556191528
0,633983443
0,587950612
0,661210627
0,825552688
0,017069778
0,322455663
0,509069782
0,834825592
0,751735034
0,82196576
0,766800879
0,882920522
0,981057899
0,622597442
0,125752522
0,980191154
0,91750181
0,896126421
0,528430501
0,775398802
0,220974405
0,028819872
0,439293774
0,813188913
0,218294526
0,905109595
0,805883786
0,840650059
0,564075066
0,114010275
0,669015346
0,200853394
0,045370919
0,572335486
0,428435238
0,239231162
0,222746328
0,495188876
0,294539613
0,664983591
0,238923707
0,21427941
0,202229681
0,193067789
